09:56:34.889104		ThreadPool.h   	52	ThreadPool     	Info:     0 thread is created.
09:56:34.893863		ThreadPool.h   	52	ThreadPool     	Info:     1 thread is created.
09:56:44.349529		main.cpp       	76	main           	Info:     1 events has been got 
09:56:44.350225		main.cpp       	76	main           	Info:     1 events has been got 
09:56:44.351102		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36
09:56:44.351127		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
09:56:44.351131		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
09:56:44.351135		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9
09:56:44.351139		HttpProcessRead	127	parseHead      	Fatal:    unknow headerCache-Control: max-age=0
09:56:44.351143		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
09:56:44.351323		main.cpp       	76	main           	Info:     1 events has been got 
