13:23:10.929051		ThreadPool.h   	54	ThreadPool     	Info:     0 thread is created.
13:23:10.933358		ThreadPool.h   	54	ThreadPool     	Info:     1 thread is created.
13:23:11.559772		main.cpp       	79	main           	Info:     1 events has been got 
13:23:11.559891		main.cpp       	79	main           	Info:     1 events has been got 
13:23:12.173791		HttpProcessRead	128	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36
13:23:12.173804		HttpProcessRead	128	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
13:23:12.173805		HttpProcessRead	128	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
13:23:12.173806		HttpProcessRead	128	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9
13:23:12.173807		HttpProcessRead	128	parseHead      	Fatal:    unknow headerPurpose: prefetch
13:23:12.173808		HttpProcessRead	128	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
13:23:12.173905		main.cpp       	79	main           	Info:     1 events has been got 
13:23:13.178940		main.cpp       	79	main           	Info:     1 events has been got 
13:23:13.178977		main.cpp       	79	main           	Info:     1 events has been got 
13:23:13.417926		HttpProcessRead	128	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36
13:23:13.417951		HttpProcessRead	128	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
13:23:13.417953		HttpProcessRead	128	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
13:23:13.417954		HttpProcessRead	128	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9
13:23:13.417956		HttpProcessRead	128	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
13:23:13.418087		main.cpp       	79	main           	Info:     1 events has been got 
13:23:14.418775		main.cpp       	79	main           	Info:     1 events has been got 
13:23:14.418807		main.cpp       	79	main           	Info:     1 events has been got 
13:23:14.746753		main.cpp       	79	main           	Info:     1 events has been got 
13:23:14.746821		main.cpp       	79	main           	Info:     1 events has been got 
13:23:15.289838		HttpProcessRead	128	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36
13:23:15.289860		HttpProcessRead	128	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
13:23:15.289862		HttpProcessRead	128	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
13:23:15.289864		HttpProcessRead	128	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9
13:23:15.289865		HttpProcessRead	128	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
13:23:15.290502		main.cpp       	79	main           	Info:     1 events has been got 
