12:04:59.976047		ThreadPool.h   	52	ThreadPool     	Info:     0 thread is created.
12:04:59.989427		ThreadPool.h   	52	ThreadPool     	Info:     1 thread is created.
12:05:04.619346		main.cpp       	76	main           	Info:     1 events has been got 
12:05:04.619454		main.cpp       	76	main           	Info:     1 events has been got 
12:05:04.908020		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36
12:05:04.908041		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
12:05:04.908046		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
12:05:04.908050		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9
12:05:04.908054		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
12:05:04.909334		main.cpp       	76	main           	Info:     1 events has been got 
12:05:06.098189		main.cpp       	76	main           	Info:     1 events has been got 
12:05:06.098281		main.cpp       	76	main           	Info:     1 events has been got 
12:05:06.476046		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36
12:05:06.476069		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept: image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8
12:05:06.476073		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
12:05:06.476077		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9
12:05:06.476083		HttpProcessRead	127	parseHead      	Fatal:    unknow headerReferer: http://120.24.176.229:9527/
12:05:06.476258		main.cpp       	76	main           	Info:     1 events has been got 
12:06:07.461996		main.cpp       	76	main           	Info:     1 events has been got 
12:06:07.462989		main.cpp       	76	main           	Info:     1 events has been got 
12:06:08.076467		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36
12:06:08.076497		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
12:06:08.076502		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
12:06:08.076506		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9
12:06:08.076510		HttpProcessRead	127	parseHead      	Fatal:    unknow headerCache-Control: max-age=0
12:06:08.076515		HttpProcessRead	127	parseHead      	Fatal:    unknow headerContent-Type: application/x-www-form-urlencoded
12:06:08.076519		HttpProcessRead	127	parseHead      	Fatal:    unknow headerOrigin: http://120.24.176.229:9527
