14:20:59.578954		ThreadPool.h   	52	ThreadPool     	Info:     0 thread is created.
14:20:59.579252		ThreadPool.h   	52	ThreadPool     	Info:     1 thread is created.
14:21:02.544183		main.cpp       	76	main           	Info:     1 events has been got 
14:21:02.544953		main.cpp       	76	main           	Info:     1 events has been got 
14:21:02.545027		main.cpp       	76	main           	Info:     1 events has been got 
14:21:02.896197		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
14:21:02.896217		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.76
14:21:02.896222		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
14:21:02.896226		HttpProcessRead	127	parseHead      	Fatal:    unknow headerPurpose: prefetch
14:21:02.896229		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
14:21:02.896234		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6
14:21:02.897391		main.cpp       	76	main           	Info:     1 events has been got 
14:21:10.028151		main.cpp       	76	main           	Info:     1 events has been got 
14:21:10.101580		main.cpp       	76	main           	Info:     1 events has been got 
14:21:10.331969		HttpProcessRead	127	parseHead      	Fatal:    unknow headerCache-Control: max-age=0
14:21:10.331978		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
14:21:10.331981		HttpProcessRead	127	parseHead      	Fatal:    unknow headerOrigin: http://120.24.176.229:9527
14:21:10.331984		HttpProcessRead	127	parseHead      	Fatal:    unknow headerContent-Type: application/x-www-form-urlencoded
14:21:10.331987		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.76
