12:03:43.465434		ThreadPool.h   	52	ThreadPool     	Info:     0 thread is created.
12:03:43.469042		ThreadPool.h   	52	ThreadPool     	Info:     1 thread is created.
12:03:54.024965		main.cpp       	76	main           	Info:     1 events has been got 
12:03:54.025738		main.cpp       	76	main           	Info:     1 events has been got 
12:03:54.219908		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36
12:03:54.219927		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
12:03:54.219931		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
12:03:54.219934		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9
12:03:54.219938		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
12:03:54.220092		main.cpp       	76	main           	Info:     1 events has been got 
12:03:56.422938		main.cpp       	76	main           	Info:     1 events has been got 
12:03:56.423832		main.cpp       	76	main           	Info:     1 events has been got 
12:03:56.691233		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36
12:03:56.691258		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept: image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8
12:03:56.691262		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
12:03:56.691267		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9
12:03:56.691270		HttpProcessRead	127	parseHead      	Fatal:    unknow headerReferer: http://120.24.176.229:9527/
12:03:56.692165		main.cpp       	76	main           	Info:     1 events has been got 
