00:30:52.133407		ThreadPool.h   	52	ThreadPool     	Info:     0 thread is created.
00:30:52.135977		ThreadPool.h   	52	ThreadPool     	Info:     1 thread is created.
00:30:55.904978		main.cpp       	76	main           	Info:     1 events has been got 
00:30:55.906350		main.cpp       	76	main           	Info:     1 events has been got 
00:30:55.906593		HttpProcessRead	131	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.69
00:30:55.906605		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
00:30:55.906609		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
00:30:55.906611		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6
00:30:55.906615		HttpProcessRead	131	parseHead      	Fatal:    unknow headerPurpose: prefetch
00:30:55.906619		HttpProcessRead	131	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
00:30:55.906719		main.cpp       	76	main           	Info:     1 events has been got 
00:30:57.046609		main.cpp       	76	main           	Info:     1 events has been got 
00:30:57.047008		main.cpp       	76	main           	Info:     1 events has been got 
00:30:57.047111		HttpProcessRead	131	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.69
00:30:57.047117		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept: image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8
00:30:57.047120		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
00:30:57.047124		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6
00:30:57.047127		HttpProcessRead	131	parseHead      	Fatal:    unknow headerReferer: http://120.24.176.229:9527/
00:30:57.047201		main.cpp       	76	main           	Info:     1 events has been got 
00:31:34.018019		main.cpp       	76	main           	Info:     -1 events has been got 
00:31:40.722024		main.cpp       	76	main           	Info:     1 events has been got 
00:31:40.722133		main.cpp       	76	main           	Info:     1 events has been got 
00:32:29.105001		main.cpp       	76	main           	Info:     1 events has been got 
