15:10:29.164890		ThreadPool.h   	48	ThreadPool     	Info:     0 thread is created.
15:10:46.898892		main.cpp       	84	main           	Info:     1 events has been got 
15:10:46.899000		main.cpp       	84	main           	Info:     1 events has been got 
15:10:46.899236		HttpProcessRead	124	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
15:10:46.899258		HttpProcessRead	124	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36
15:10:46.899264		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
15:10:46.899268		HttpProcessRead	124	parseHead      	Fatal:    unknow headerReferer: http://120.24.176.229:9527/?x=174&y=146
15:10:46.899273		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
15:10:46.899277		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9
15:10:46.901190		main.cpp       	84	main           	Info:     1 events has been got 
15:10:46.912876		main.cpp       	84	main           	Info:     1 events has been got 
15:10:52.635581		main.cpp       	84	main           	Info:     1 events has been got 
15:10:52.635705		main.cpp       	122	main           	Fatal:    events[6].8193
