13:25:11.637677		ThreadPool.h   	48	ThreadPool     	Info:     0 thread is created.
13:25:13.947122		main.cpp       	80	main           	Info:     1 events has been got 
13:25:13.947259		main.cpp       	80	main           	Info:     1 events has been got 
13:25:13.947426		HttpProcessRead	124	parseHead      	Fatal:    unknow headerCache-Control: max-age=0
13:25:13.947440		HttpProcessRead	124	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
13:25:13.947446		HttpProcessRead	124	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36 Edg/96.0.1054.62
13:25:13.947453		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
13:25:13.947458		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
13:25:13.947463		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6
13:25:13.960189		main.cpp       	80	main           	Info:     2 events has been got 
13:25:13.997061		main.cpp       	80	main           	Info:     1 events has been got 
13:25:13.997240		HttpProcessRead	124	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36 Edg/96.0.1054.62
13:25:13.997263		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept: image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8
13:25:13.997268		HttpProcessRead	124	parseHead      	Fatal:    unknow headerReferer: http://120.24.176.229:9527/
13:25:13.997272		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
13:25:13.997277		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6
13:25:13.997945		main.cpp       	80	main           	Info:     1 events has been got 
13:25:14.044751		main.cpp       	80	main           	Info:     1 events has been got 
13:25:14.044842		main.cpp       	118	main           	Fatal:    events[8].8193
13:25:22.618970		main.cpp       	80	main           	Info:     1 events has been got 
13:25:22.619039		main.cpp       	118	main           	Fatal:    events[6].8193
13:25:35.303342		ThreadPool.h   	48	ThreadPool     	Info:     0 thread is created.
13:26:08.541616		main.cpp       	80	main           	Info:     1 events has been got 
13:26:08.555864		main.cpp       	80	main           	Info:     1 events has been got 
13:26:08.556026		HttpProcessRead	124	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
13:26:08.556040		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8
13:26:08.556046		HttpProcessRead	124	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1
13:26:08.556049		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept-Language: en-us
13:26:08.556054		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
13:26:08.556457		main.cpp       	80	main           	Info:     1 events has been got 
13:26:39.887197		main.cpp       	80	main           	Info:     1 events has been got 
13:26:39.887262		main.cpp       	118	main           	Fatal:    events[6].8193
