13:45:41.207045		ThreadPool.h   	48	ThreadPool     	Info:     0 thread is created.
13:45:44.877207		main.cpp       	80	main           	Info:     1 events has been got 
13:45:44.877340		main.cpp       	80	main           	Info:     1 events has been got 
13:45:44.877554		HttpProcessRead	124	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
13:45:44.877576		HttpProcessRead	124	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36
13:45:44.877583		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
13:45:44.877588		HttpProcessRead	124	parseHead      	Fatal:    unknow headerReferer: http://120.24.176.229:9527/?x=132&y=206
13:45:44.877593		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
13:45:44.877598		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9
13:45:44.884723		main.cpp       	80	main           	Info:     1 events has been got 
13:46:12.187494		main.cpp       	80	main           	Info:     1 events has been got 
13:46:12.187566		main.cpp       	118	main           	Fatal:    events[6].8193
13:46:14.869341		main.cpp       	80	main           	Info:     1 events has been got 
13:46:14.869405		main.cpp       	80	main           	Info:     1 events has been got 
13:46:14.869507		main.cpp       	118	main           	Fatal:    events[6].8193
13:46:14.876469		main.cpp       	80	main           	Info:     1 events has been got 
13:46:14.876524		main.cpp       	80	main           	Info:     1 events has been got 
13:46:14.876672		HttpProcessRead	124	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
13:46:14.876695		HttpProcessRead	124	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36
13:46:14.876702		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
13:46:14.876707		HttpProcessRead	124	parseHead      	Fatal:    unknow headerReferer: http://120.24.176.229:9527/?x=154&y=199
13:46:14.876711		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
13:46:14.876716		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9
13:46:14.877132		main.cpp       	80	main           	Info:     1 events has been got 
13:46:19.513629		main.cpp       	80	main           	Info:     1 events has been got 
13:46:19.513843		main.cpp       	118	main           	Fatal:    events[6].8193
