00:33:04.851659		ThreadPool.h   	52	ThreadPool     	Info:     0 thread is created.
00:33:04.853342		ThreadPool.h   	52	ThreadPool     	Info:     1 thread is created.
00:33:08.568081		main.cpp       	76	main           	Info:     1 events has been got 
00:33:08.568458		main.cpp       	76	main           	Info:     1 events has been got 
00:33:08.569033		HttpProcessRead	131	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.69
00:33:08.569056		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
00:33:08.569060		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
00:33:08.569063		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6
00:33:08.569065		HttpProcessRead	131	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
00:33:08.569295		main.cpp       	76	main           	Info:     1 events has been got 
00:33:09.727588		main.cpp       	76	main           	Info:     1 events has been got 
00:33:09.727633		main.cpp       	76	main           	Info:     1 events has been got 
00:33:09.727777		HttpProcessRead	131	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.69
00:33:09.727783		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept: image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8
00:33:09.727787		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
00:33:09.727791		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6
00:33:09.727800		HttpProcessRead	131	parseHead      	Fatal:    unknow headerReferer: http://120.24.176.229:9527/
00:33:09.727889		main.cpp       	76	main           	Info:     1 events has been got 
00:34:08.586704		main.cpp       	76	main           	Info:     -1 events has been got 
00:34:12.110882		main.cpp       	76	main           	Info:     1 events has been got 
00:34:12.111380		main.cpp       	76	main           	Info:     1 events has been got 
00:34:12.111461		main.cpp       	76	main           	Info:     1 events has been got 
00:34:13.263750		main.cpp       	76	main           	Info:     1 events has been got 
00:34:13.263832		main.cpp       	76	main           	Info:     1 events has been got 
00:34:16.512251		main.cpp       	76	main           	Info:     1 events has been got 
00:34:16.514309		main.cpp       	76	main           	Info:     1 events has been got 
00:34:16.514600		HttpProcessRead	131	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.69
00:34:16.514635		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
00:34:16.514639		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
00:34:16.514644		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6
00:34:16.514648		HttpProcessRead	131	parseHead      	Fatal:    unknow headerCache-Control: max-age=0
00:34:16.514652		HttpProcessRead	131	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
00:34:16.514804		main.cpp       	76	main           	Info:     1 events has been got 
00:34:17.651262		main.cpp       	76	main           	Info:     1 events has been got 
00:34:17.651310		main.cpp       	76	main           	Info:     1 events has been got 
00:34:17.651382		main.cpp       	76	main           	Info:     1 events has been got 
00:34:25.892550		main.cpp       	76	main           	Info:     -1 events has been got 
00:34:29.036159		main.cpp       	76	main           	Info:     1 events has been got 
00:34:29.036231		main.cpp       	76	main           	Info:     1 events has been got 
