00:25:58.779769		ThreadPool.h   	52	ThreadPool     	Info:     0 thread is created.
00:25:58.790527		ThreadPool.h   	52	ThreadPool     	Info:     1 thread is created.
00:26:02.313827		main.cpp       	76	main           	Info:     1 events has been got 
00:26:02.313933		main.cpp       	76	main           	Info:     1 events has been got 
00:26:02.314115		HttpProcessRead	131	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36
00:26:02.314131		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
00:26:02.314135		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
00:26:02.314139		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9
00:26:02.314142		HttpProcessRead	131	parseHead      	Fatal:    unknow headerCache-Control: max-age=0
00:26:02.314146		HttpProcessRead	131	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
00:26:02.314674		main.cpp       	76	main           	Info:     1 events has been got 
00:26:03.485670		main.cpp       	76	main           	Info:     1 events has been got 
00:26:03.501128		main.cpp       	76	main           	Info:     1 events has been got 
00:26:03.501272		HttpProcessRead	131	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36
00:26:03.501285		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept: image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8
00:26:03.501288		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
00:26:03.501292		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9
00:26:03.501295		HttpProcessRead	131	parseHead      	Fatal:    unknow headerReferer: http://120.24.176.229:9527/
00:26:03.501378		main.cpp       	76	main           	Info:     1 events has been got 
