12:18:21.317955		ThreadPool.h   	52	ThreadPool     	Info:     0 thread is created.
12:18:21.318562		ThreadPool.h   	52	ThreadPool     	Info:     1 thread is created.
12:18:23.713080		main.cpp       	76	main           	Info:     1 events has been got 
12:18:23.715796		main.cpp       	76	main           	Info:     1 events has been got 
12:18:23.716274		main.cpp       	76	main           	Info:     1 events has been got 
12:18:23.840983		HttpProcessRead	127	parseHead      	Fatal:    unknow headerCache-Control: max-age=0
12:18:23.840993		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
12:18:23.840997		HttpProcessRead	127	parseHead      	Fatal:    unknow headerOrigin: http://120.24.176.229:9527
12:18:23.841000		HttpProcessRead	127	parseHead      	Fatal:    unknow headerContent-Type: application/x-www-form-urlencoded
12:18:23.841003		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.76
12:18:23.841006		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
12:18:23.841009		HttpProcessRead	127	parseHead      	Fatal:    unknow headerReferer: http://120.24.176.229:9527/
12:18:23.841011		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
12:18:23.841014		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6
12:18:23.841071		main.cpp       	76	main           	Info:     1 events has been got 
12:18:30.717964		main.cpp       	76	main           	Info:     1 events has been got 
12:18:30.783970		main.cpp       	76	main           	Info:     1 events has been got 
12:18:30.927594		HttpProcessRead	127	parseHead      	Fatal:    unknow headerCache-Control: max-age=0
12:18:30.927611		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
12:18:30.927614		HttpProcessRead	127	parseHead      	Fatal:    unknow headerOrigin: http://120.24.176.229:9527
12:18:30.927617		HttpProcessRead	127	parseHead      	Fatal:    unknow headerContent-Type: application/x-www-form-urlencoded
12:18:30.927621		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.76
12:18:30.927627		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
12:18:30.927629		HttpProcessRead	127	parseHead      	Fatal:    unknow headerReferer: http://120.24.176.229:9527/
12:18:30.927632		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
12:18:30.927635		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6
12:18:30.927672		main.cpp       	76	main           	Info:     1 events has been got 
