10:32:51.077439		ThreadPool.h   	52	ThreadPool     	Info:     0 thread is created.
10:32:51.078774		ThreadPool.h   	52	ThreadPool     	Info:     1 thread is created.
10:32:52.852717		main.cpp       	76	main           	Info:     1 events has been got 
10:32:52.852783		main.cpp       	76	main           	Info:     1 events has been got 
10:32:52.853989		main.cpp       	76	main           	Info:     1 events has been got 
10:32:52.966750		HttpProcessRead	127	parseHead      	Fatal:    unknow headerCache-Control: max-age=0
10:32:52.966760		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
10:32:52.966763		HttpProcessRead	127	parseHead      	Fatal:    unknow headerOrigin: http://120.24.176.229:9527
10:32:52.966766		HttpProcessRead	127	parseHead      	Fatal:    unknow headerContent-Type: application/x-www-form-urlencoded
10:32:52.966769		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.76
10:32:52.966773		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
10:32:52.966775		HttpProcessRead	127	parseHead      	Fatal:    unknow headerReferer: http://120.24.176.229:9527/
10:32:52.966778		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
10:32:52.966781		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6
10:32:52.967309		main.cpp       	76	main           	Info:     1 events has been got 
