14:31:02.437242		ThreadPool.h   	48	ThreadPool     	Info:     0 thread is created.
14:31:03.674906		main.cpp       	80	main           	Info:     1 events has been got 
14:31:03.675035		main.cpp       	80	main           	Info:     1 events has been got 
14:31:03.676297		HttpProcessRead	124	parseHead      	Fatal:    unknow headerCache-Control: max-age=0
14:31:03.676330		HttpProcessRead	124	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
14:31:03.676336		HttpProcessRead	124	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36
14:31:03.676344		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
14:31:03.676348		HttpProcessRead	124	parseHead      	Fatal:    unknow headerReferer: http://120.24.176.229:9527/?x=174&y=146
14:31:03.676353		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
14:31:03.676357		HttpProcessRead	124	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9
14:31:03.686827		main.cpp       	80	main           	Info:     2 events has been got 
