00:19:13.095286		ThreadPool.h   	52	ThreadPool     	Info:     0 thread is created.
00:19:13.097705		ThreadPool.h   	52	ThreadPool     	Info:     1 thread is created.
00:19:15.942306		main.cpp       	76	main           	Info:     1 events has been got 
00:19:15.943188		main.cpp       	76	main           	Info:     1 events has been got 
00:19:15.943400		HttpProcessRead	131	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36
00:19:15.943415		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
00:19:15.943419		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
00:19:15.943423		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9
00:19:15.943427		HttpProcessRead	131	parseHead      	Fatal:    unknow headerCache-Control: max-age=0
00:19:15.943430		HttpProcessRead	131	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
00:19:15.943550		main.cpp       	76	main           	Info:     1 events has been got 
00:19:17.111600		main.cpp       	76	main           	Info:     1 events has been got 
00:19:17.112159		main.cpp       	76	main           	Info:     1 events has been got 
00:19:28.662358		main.cpp       	76	main           	Info:     -1 events has been got 
00:19:28.662478		HttpProcessRead	131	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36
00:19:28.662486		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept: image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8
00:19:28.662490		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
00:19:28.662494		HttpProcessRead	131	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9
00:19:28.662497		HttpProcessRead	131	parseHead      	Fatal:    unknow headerReferer: http://120.24.176.229:9527/
00:19:28.662688		main.cpp       	76	main           	Info:     1 events has been got 
00:20:25.461827		main.cpp       	76	main           	Info:     1 events has been got 
