14:44:00.792799		ThreadPool.h   	52	ThreadPool     	Info:     0 thread is created.
14:44:00.793926		ThreadPool.h   	52	ThreadPool     	Info:     1 thread is created.
14:44:34.100637		main.cpp       	76	main           	Info:     1 events has been got 
14:44:34.101561		main.cpp       	76	main           	Info:     1 events has been got 
14:44:34.101642		main.cpp       	76	main           	Info:     1 events has been got 
14:44:34.237146		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
14:44:34.237167		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.76
14:44:34.237172		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
14:44:34.237181		HttpProcessRead	127	parseHead      	Fatal:    unknow headerReferer: http://120.24.176.229:9527/1
14:44:34.237186		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
14:44:34.237190		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6
14:44:34.237685		main.cpp       	76	main           	Info:     1 events has been got 
