14:47:36.226531		ThreadPool.h   	52	ThreadPool     	Info:     0 thread is created.
14:47:36.232010		ThreadPool.h   	52	ThreadPool     	Info:     1 thread is created.
14:47:38.099071		main.cpp       	76	main           	Info:     1 events has been got 
14:47:38.101083		main.cpp       	76	main           	Info:     1 events has been got 
14:47:38.118136		main.cpp       	76	main           	Info:     1 events has been got 
14:47:38.221771		HttpProcessRead	127	parseHead      	Fatal:    unknow headerCache-Control: max-age=0
14:47:38.221793		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
14:47:38.221797		HttpProcessRead	127	parseHead      	Fatal:    unknow headerOrigin: http://120.24.176.229:9527
14:47:38.221801		HttpProcessRead	127	parseHead      	Fatal:    unknow headerContent-Type: application/x-www-form-urlencoded
14:47:38.221806		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.76
14:47:38.221811		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
14:47:38.221815		HttpProcessRead	127	parseHead      	Fatal:    unknow headerReferer: http://120.24.176.229:9527/
14:47:38.221818		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
14:47:38.221820		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6
14:47:38.226173		main.cpp       	76	main           	Info:     1 events has been got 
14:47:48.614373		main.cpp       	76	main           	Info:     1 events has been got 
14:47:48.702080		main.cpp       	76	main           	Info:     1 events has been got 
14:47:48.837077		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUpgrade-Insecure-Requests: 1
14:47:48.837099		HttpProcessRead	127	parseHead      	Fatal:    unknow headerUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.76
14:47:48.837104		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
14:47:48.837108		HttpProcessRead	127	parseHead      	Fatal:    unknow headerReferer: http://120.24.176.229:9527/1
14:47:48.837112		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Encoding: gzip, deflate
14:47:48.837116		HttpProcessRead	127	parseHead      	Fatal:    unknow headerAccept-Language: zh-CN,zh;q=0.9,en;q=0.8,en-GB;q=0.7,en-US;q=0.6
14:47:48.837180		main.cpp       	76	main           	Info:     1 events has been got 
